County,Data Generation Date,OSHPD Project Status,Total Costs of OSHPD Projects,Number of OSHPD Projects,Collection of Counties
44 - Santa Cruz,9/24/2015,In Review,$2831150.00,5,
44 - Santa Cruz,9/24/2015,Pending Construction,$330009.00,4,
44 - Santa Cruz,9/24/2015,In Construction,$10457324.00,13,
44 - Santa Cruz,9/24/2015,In Closure,$999095.00,5,
45 - Shasta,9/24/2015,In Review,$21255435.00,13,
45 - Shasta,9/24/2015,Pending Construction,$513200.00,9,
45 - Shasta,9/24/2015,In Construction,$9823329.00,23,
45 - Shasta,9/24/2015,In Closure,$2508032.00,18,
46 - Sierra,9/24/2015,In Review,$0.00,0,
46 - Sierra,9/24/2015,Pending Construction,$0.00,0,
46 - Sierra,9/24/2015,In Construction,$0.00,0,
46 - Sierra,9/24/2015,In Closure,$0.00,0,
47 - Siskiyou,9/24/2015,In Review,$1604000.00,5,
47 - Siskiyou,9/24/2015,Pending Construction,$661000.00,5,
47 - Siskiyou,9/24/2015,In Construction,$553032.00,5,
47 - Siskiyou,9/24/2015,In Closure,$1146708.00,8,
48 - Solano,9/24/2015,In Review,$58532722.00,17,Bay Area Counties
48 - Solano,9/24/2015,Pending Construction,$607000.00,8,Bay Area Counties
48 - Solano,9/24/2015,In Construction,$46448803.00,34,Bay Area Counties
48 - Solano,9/24/2015,In Closure,$9885129.00,21,Bay Area Counties
49 - Sonoma,9/24/2015,In Review,$6257396.00,25,Bay Area Counties
49 - Sonoma,9/24/2015,Pending Construction,$1287467.00,18,Bay Area Counties
49 - Sonoma,9/24/2015,In Construction,$18743243.00,60,Bay Area Counties
49 - Sonoma,9/24/2015,In Closure,$131483008.00,29,Bay Area Counties
50 - Stanislaus,9/24/2015,In Review,$11972504.00,17,
50 - Stanislaus,9/24/2015,Pending Construction,$5484135.00,33,
50 - Stanislaus,9/24/2015,In Construction,$27632952.00,35,
50 - Stanislaus,9/24/2015,In Closure,$5073062.00,16,
51 - Sutter,9/24/2015,In Review,$0.00,1,
51 - Sutter,9/24/2015,Pending Construction,$12666000.00,2,
51 - Sutter,9/24/2015,In Construction,$280767.00,2,
51 - Sutter,9/24/2015,In Closure,$0.00,0,
52 - Tehama,9/24/2015,In Review,$544636.00,2,
52 - Tehama,9/24/2015,Pending Construction,$274000.00,2,
52 - Tehama,9/24/2015,In Construction,$2576244.00,9,
52 - Tehama,9/24/2015,In Closure,$579078.00,4,
53 - Trinity,9/24/2015,In Review,$175000.00,3,
53 - Trinity,9/24/2015,Pending Construction,$258500.00,2,
53 - Trinity,9/24/2015,In Construction,$1381817.00,1,
53 - Trinity,9/24/2015,In Closure,$115605.00,1,
54 - Tulare,9/24/2015,In Review,$25517717.00,9,
54 - Tulare,9/24/2015,Pending Construction,$4492800.00,7,
54 - Tulare,9/24/2015,In Construction,$79399090.00,23,
54 - Tulare,9/24/2015,In Closure,$306068.00,5,
55 - Tuolumne,9/24/2015,In Review,$1405127.00,1,
55 - Tuolumne,9/24/2015,Pending Construction,$0.00,0,
55 - Tuolumne,9/24/2015,In Construction,$5000.00,1,
55 - Tuolumne,9/24/2015,In Closure,$564221.00,3,
56 - Ventura,9/24/2015,In Review,$88679505.00,58,Greater Los Angeles Counties
56 - Ventura,9/24/2015,Pending Construction,$23211672.00,40,Greater Los Angeles Counties
56 - Ventura,9/24/2015,In Construction,$549785900.00,98,Greater Los Angeles Counties
56 - Ventura,9/24/2015,In Closure,$37684793.00,28,Greater Los Angeles Counties
57 - Yolo,9/24/2015,In Review,$5983841.00,8,Greater Sacramento Counties
57 - Yolo,9/24/2015,Pending Construction,$538071.00,8,Greater Sacramento Counties
57 - Yolo,9/24/2015,In Construction,$4295439.00,12,Greater Sacramento Counties
57 - Yolo,9/24/2015,In Closure,$823730.00,2,Greater Sacramento Counties
58 - Yuba,9/24/2015,In Review,$10015108.00,7,
58 - Yuba,9/24/2015,Pending Construction,$210000.00,2,
58 - Yuba,9/24/2015,In Construction,$96281094.00,5,
58 - Yuba,9/24/2015,In Closure,$44585275.00,1,
01 - Alameda,10/8/2015,In Review,$163687911.00,72,Bay Area Counties
01 - Alameda,10/8/2015,Pending Construction,$55271925.00,122,Bay Area Counties
01 - Alameda,10/8/2015,In Construction,$574479025.00,125,Bay Area Counties
01 - Alameda,10/8/2015,In Closure,$330886008.00,92,Bay Area Counties
02 - Alpine,10/8/2015,In Review,$0.00,0,
02 - Alpine,10/8/2015,Pending Construction,$0.00,0,
02 - Alpine,10/8/2015,In Construction,$0.00,0,
02 - Alpine,10/8/2015,In Closure,$0.00,0,
03 - Amador,10/8/2015,In Review,$406000.00,2,
03 - Amador,10/8/2015,Pending Construction,$243225.00,3,
03 - Amador,10/8/2015,In Construction,$2590725.00,2,
03 - Amador,10/8/2015,In Closure,$1513357.00,4,
04 - Butte,10/8/2015,In Review,$2394470.00,5,
04 - Butte,10/8/2015,Pending Construction,$5070855.00,9,
04 - Butte,10/8/2015,In Construction,$3252915.00,11,
04 - Butte,10/8/2015,In Closure,$97168802.00,7,
05 - Calaveras,10/8/2015,In Review,$33750.00,1,
05 - Calaveras,10/8/2015,Pending Construction,$0.00,0,
05 - Calaveras,10/8/2015,In Construction,$103650.00,1,
05 - Calaveras,10/8/2015,In Closure,$398844.00,4,
06 - Colusa,10/8/2015,In Review,$0.00,0,
06 - Colusa,10/8/2015,Pending Construction,$0.00,0,
06 - Colusa,10/8/2015,In Construction,$0.00,0,
06 - Colusa,10/8/2015,In Closure,$137066.00,3,
07 - Contra Costa,10/8/2015,In Review,$26341024.00,31,Bay Area Counties
07 - Contra Costa,10/8/2015,Pending Construction,$15831140.00,30,Bay Area Counties
07 - Contra Costa,10/8/2015,In Construction,$29651613.00,68,Bay Area Counties
07 - Contra Costa,10/8/2015,In Closure,$6857960.00,18,Bay Area Counties
08 - Del Norte,10/8/2015,In Review,$2275000.00,3,
08 - Del Norte,10/8/2015,Pending Construction,$267000.00,3,
08 - Del Norte,10/8/2015,In Construction,$225970.00,3,
08 - Del Norte,10/8/2015,In Closure,$1282552.00,1,
09 - El Dorado,10/8/2015,In Review,$5448170.00,6,Greater Sacramento Counties
09 - El Dorado,10/8/2015,Pending Construction,$267000.00,2,Greater Sacramento Counties
09 - El Dorado,10/8/2015,In Construction,$36908614.00,16,Greater Sacramento Counties
09 - El Dorado,10/8/2015,In Closure,$11237241.00,3,Greater Sacramento Counties
10 - Fresno,10/8/2015,In Review,$35961002.00,31,
10 - Fresno,10/8/2015,Pending Construction,$15436939.00,37,
10 - Fresno,10/8/2015,In Construction,$80557651.00,84,
10 - Fresno,10/8/2015,In Closure,$193662647.00,50,
11 - Glenn,10/8/2015,In Review,$12912075.00,1,
11 - Glenn,10/8/2015,Pending Construction,$50000.00,1,
11 - Glenn,10/8/2015,In Construction,$284685.00,1,
11 - Glenn,10/8/2015,In Closure,$0.00,0,
12 - Humboldt,10/8/2015,In Review,$13064433.00,11,
12 - Humboldt,10/8/2015,Pending Construction,$160900.00,7,
12 - Humboldt,10/8/2015,In Construction,$89386970.00,15,
12 - Humboldt,10/8/2015,In Closure,$243000.00,3,
13 - Imperial,10/8/2015,In Review,$43677000.00,6,
13 - Imperial,10/8/2015,Pending Construction,$20324000.00,2,
13 - Imperial,10/8/2015,In Construction,$8764758.00,8,
13 - Imperial,10/8/2015,In Closure,$433897.00,3,
14 - Inyo,10/8/2015,In Review,$30000.00,1,
14 - Inyo,10/8/2015,Pending Construction,$0.00,0,
14 - Inyo,10/8/2015,In Construction,$0.00,0,
14 - Inyo,10/8/2015,In Closure,$92660.00,3,
15 - Kern,10/8/2015,In Review,$11318896.00,28,
15 - Kern,10/8/2015,Pending Construction,$4124600.00,17,
15 - Kern,10/8/2015,In Construction,$63321267.00,35,
15 - Kern,10/8/2015,In Closure,$3752877.00,15,
16 - Kings,10/8/2015,In Review,$0.00,0,
16 - Kings,10/8/2015,Pending Construction,$27000.00,3,
16 - Kings,10/8/2015,In Construction,$28313428.00,3,
16 - Kings,10/8/2015,In Closure,$11670.00,2,
17 - Lake,10/8/2015,In Review,$103000.00,3,
17 - Lake,10/8/2015,Pending Construction,$1849000.00,3,
17 - Lake,10/8/2015,In Construction,$2741879.00,8,
17 - Lake,10/8/2015,In Closure,$9020617.00,6,
18 - Lassen,10/8/2015,In Review,$0.00,0,
18 - Lassen,10/8/2015,Pending Construction,$1202600.00,4,
18 - Lassen,10/8/2015,In Construction,$1376068.00,11,
18 - Lassen,10/8/2015,In Closure,$617870.00,2,
19 - Los Angeles,10/8/2015,In Review,$636201882.00,578,Greater Los Angeles Counties
19 - Los Angeles,10/8/2015,Pending Construction,$215703455.00,504,Greater Los Angeles Counties
19 - Los Angeles,10/8/2015,In Construction,$913359315.00,884,Greater Los Angeles Counties
19 - Los Angeles,10/8/2015,In Closure,$1264874282.00,560,Greater Los Angeles Counties
20 - Madera,10/8/2015,In Review,$2631000.00,4,
20 - Madera,10/8/2015,Pending Construction,$4946208.00,14,
20 - Madera,10/8/2015,In Construction,$3464640.00,18,
20 - Madera,10/8/2015,In Closure,$2935683.00,15,
21 - Marin,10/8/2015,In Review,$109049791.00,18,Bay Area Counties
21 - Marin,10/8/2015,Pending Construction,$108862892.00,20,Bay Area Counties
21 - Marin,10/8/2015,In Construction,$15288555.00,26,Bay Area Counties
21 - Marin,10/8/2015,In Closure,$20315320.00,13,Bay Area Counties
22 - Mariposa,10/8/2015,In Review,$204686.00,2,
22 - Mariposa,10/8/2015,Pending Construction,$0.00,0,
22 - Mariposa,10/8/2015,In Construction,$163850.00,1,
22 - Mariposa,10/8/2015,In Closure,$0.00,0,
23 - Mendocino,10/8/2015,In Review,$648838.00,13,
23 - Mendocino,10/8/2015,Pending Construction,$176000.00,6,
23 - Mendocino,10/8/2015,In Construction,$61608942.00,23,
23 - Mendocino,10/8/2015,In Closure,$889378.00,10,
24 - Merced,10/8/2015,In Review,$126104.00,7,
24 - Merced,10/8/2015,Pending Construction,$220500.00,3,
24 - Merced,10/8/2015,In Construction,$13312624.00,10,
24 - Merced,10/8/2015,In Closure,$454735.00,4,
25 - Modoc,10/8/2015,In Review,$0.00,0,
25 - Modoc,10/8/2015,Pending Construction,$0.00,0,
25 - Modoc,10/8/2015,In Construction,$0.00,0,
25 - Modoc,10/8/2015,In Closure,$0.00,0,
26 - Mono,10/8/2015,In Review,$0.00,0,
26 - Mono,10/8/2015,Pending Construction,$60000.00,1,
26 - Mono,10/8/2015,In Construction,$21398.00,3,
26 - Mono,10/8/2015,In Closure,$0.00,0,
27 - Monterey,10/8/2015,In Review,$15141906.00,25,
27 - Monterey,10/8/2015,Pending Construction,$1588238.00,10,
27 - Monterey,10/8/2015,In Construction,$41078895.00,18,
27 - Monterey,10/8/2015,In Closure,$160000.00,1,
28 - Napa,10/8/2015,In Review,$2547827.00,21,Bay Area Counties
28 - Napa,10/8/2015,Pending Construction,$393314.00,9,Bay Area Counties
28 - Napa,10/8/2015,In Construction,$3287677.00,16,Bay Area Counties
28 - Napa,10/8/2015,In Closure,$85332515.00,16,Bay Area Counties
29 - Nevada,10/8/2015,In Review,$7272090.00,9,
29 - Nevada,10/8/2015,Pending Construction,$370000.00,2,
29 - Nevada,10/8/2015,In Construction,$46365727.00,21,
29 - Nevada,10/8/2015,In Closure,$10884076.00,11,
30 - Orange,10/8/2015,In Review,$53291508.00,80,Greater Los Angeles Counties
30 - Orange,10/8/2015,Pending Construction,$17777721.00,67,Greater Los Angeles Counties
30 - Orange,10/8/2015,In Construction,$107201470.00,197,Greater Los Angeles Counties
30 - Orange,10/8/2015,In Closure,$53214019.00,185,Greater Los Angeles Counties
31 - Placer,10/8/2015,In Review,$2068885.00,14,Greater Sacramento Counties
31 - Placer,10/8/2015,Pending Construction,$2248226.00,13,Greater Sacramento Counties
31 - Placer,10/8/2015,In Construction,$16052423.00,35,Greater Sacramento Counties
31 - Placer,10/8/2015,In Closure,$18344097.00,15,Greater Sacramento Counties
32 - Plumas,10/8/2015,In Review,$30000.00,1,
32 - Plumas,10/8/2015,Pending Construction,$185555.00,6,
32 - Plumas,10/8/2015,In Construction,$45900.00,1,
32 - Plumas,10/8/2015,In Closure,$0.00,0,
33 - Riverside,10/8/2015,In Review,$133373603.00,67,
33 - Riverside,10/8/2015,Pending Construction,$91373046.00,71,
33 - Riverside,10/8/2015,In Construction,$225003673.00,139,
33 - Riverside,10/8/2015,In Closure,$16614788.00,52,
34 - Sacramento,10/8/2015,In Review,$87836915.00,71,Greater Sacramento Counties
34 - Sacramento,10/8/2015,Pending Construction,$115083635.00,57,Greater Sacramento Counties
34 - Sacramento,10/8/2015,In Construction,$298567089.00,141,Greater Sacramento Counties
34 - Sacramento,10/8/2015,In Closure,$120215479.00,41,Greater Sacramento Counties
35 - San Benito,10/8/2015,In Review,$0.00,0,
35 - San Benito,10/8/2015,Pending Construction,$308802.00,4,
35 - San Benito,10/8/2015,In Construction,$14008205.00,3,
35 - San Benito,10/8/2015,In Closure,$0.00,0,
36 - San Bernardino,10/8/2015,In Review,$657214741.00,60,
36 - San Bernardino,10/8/2015,Pending Construction,$25644446.00,87,
36 - San Bernardino,10/8/2015,In Construction,$199230713.00,116,
36 - San Bernardino,10/8/2015,In Closure,$7019778.00,46,
37 - San Diego,10/8/2015,In Review,$96843267.00,111,
37 - San Diego,10/8/2015,Pending Construction,$46319554.00,112,
37 - San Diego,10/8/2015,In Construction,$987933551.00,247,
37 - San Diego,10/8/2015,In Closure,$61795681.00,85,
38 - San Francisco,10/8/2015,In Review,$406624256.00,43,Bay Area Counties
38 - San Francisco,10/8/2015,Pending Construction,$38946949.00,47,Bay Area Counties
38 - San Francisco,10/8/2015,In Construction,$1222874570.00,125,Bay Area Counties
38 - San Francisco,10/8/2015,In Closure,$471270001.00,27,Bay Area Counties
39 - San Joaquin,10/8/2015,In Review,$34170533.00,22,
39 - San Joaquin,10/8/2015,Pending Construction,$5554621.00,24,
39 - San Joaquin,10/8/2015,In Construction,$15059495.00,46,
39 - San Joaquin,10/8/2015,In Closure,$6827305.00,21,
40 - San Luis Obispo,10/8/2015,In Review,$2168186.00,10,
40 - San Luis Obispo,10/8/2015,Pending Construction,$627250.00,14,
40 - San Luis Obispo,10/8/2015,In Construction,$3681503.00,13,
40 - San Luis Obispo,10/8/2015,In Closure,$7751947.00,16,
41 - San Mateo,10/8/2015,In Review,$68718610.00,26,Bay Area Counties
41 - San Mateo,10/8/2015,Pending Construction,$156204517.00,39,Bay Area Counties
41 - San Mateo,10/8/2015,In Construction,$72675109.00,34,Bay Area Counties
41 - San Mateo,10/8/2015,In Closure,$44681250.00,19,Bay Area Counties
42 - Santa Barbara,10/8/2015,In Review,$5810877.00,18,
42 - Santa Barbara,10/8/2015,Pending Construction,$12674871.00,22,
42 - Santa Barbara,10/8/2015,In Construction,$371630978.00,54,
42 - Santa Barbara,10/8/2015,In Closure,$17938584.00,23,
43 - Santa Clara,10/8/2015,In Review,$252806677.00,75,Bay Area Counties
43 - Santa Clara,10/8/2015,Pending Construction,$15510888.00,46,Bay Area Counties
43 - Santa Clara,10/8/2015,In Construction,$1701361384.00,136,Bay Area Counties
43 - Santa Clara,10/8/2015,In Closure,$134998549.00,29,Bay Area Counties
44 - Santa Cruz,10/8/2015,In Review,$2831150.00,5,
44 - Santa Cruz,10/8/2015,Pending Construction,$330009.00,4,
44 - Santa Cruz,10/8/2015,In Construction,$10457324.00,13,
44 - Santa Cruz,10/8/2015,In Closure,$999095.00,5,
45 - Shasta,10/8/2015,In Review,$21255435.00,13,
45 - Shasta,10/8/2015,Pending Construction,$513200.00,9,
45 - Shasta,10/8/2015,In Construction,$9823329.00,23,
45 - Shasta,10/8/2015,In Closure,$2508032.00,18,
46 - Sierra,10/8/2015,In Review,$0.00,0,
46 - Sierra,10/8/2015,Pending Construction,$0.00,0,
46 - Sierra,10/8/2015,In Construction,$0.00,0,
46 - Sierra,10/8/2015,In Closure,$0.00,0,
47 - Siskiyou,10/8/2015,In Review,$1604000.00,5,
47 - Siskiyou,10/8/2015,Pending Construction,$661000.00,5,
47 - Siskiyou,10/8/2015,In Construction,$553032.00,5,
47 - Siskiyou,10/8/2015,In Closure,$1146708.00,8,
48 - Solano,10/8/2015,In Review,$58532722.00,17,Bay Area Counties
48 - Solano,10/8/2015,Pending Construction,$607000.00,8,Bay Area Counties
48 - Solano,10/8/2015,In Construction,$46448803.00,34,Bay Area Counties
48 - Solano,10/8/2015,In Closure,$9885129.00,21,Bay Area Counties
49 - Sonoma,10/8/2015,In Review,$6257396.00,25,Bay Area Counties
49 - Sonoma,10/8/2015,Pending Construction,$1287467.00,18,Bay Area Counties
49 - Sonoma,10/8/2015,In Construction,$18743243.00,60,Bay Area Counties
49 - Sonoma,10/8/2015,In Closure,$131483008.00,29,Bay Area Counties
50 - Stanislaus,10/8/2015,In Review,$11972504.00,17,
50 - Stanislaus,10/8/2015,Pending Construction,$5484135.00,33,
50 - Stanislaus,10/8/2015,In Construction,$27632952.00,35,
50 - Stanislaus,10/8/2015,In Closure,$5073062.00,16,
51 - Sutter,10/8/2015,In Review,$0.00,1,
51 - Sutter,10/8/2015,Pending Construction,$12666000.00,2,
51 - Sutter,10/8/2015,In Construction,$280767.00,2,
51 - Sutter,10/8/2015,In Closure,$0.00,0,
52 - Tehama,10/8/2015,In Review,$544636.00,2,
52 - Tehama,10/8/2015,Pending Construction,$274000.00,2,
52 - Tehama,10/8/2015,In Construction,$2576244.00,9,
52 - Tehama,10/8/2015,In Closure,$579078.00,4,
53 - Trinity,10/8/2015,In Review,$175000.00,3,
53 - Trinity,10/8/2015,Pending Construction,$258500.00,2,
53 - Trinity,10/8/2015,In Construction,$1381817.00,1,
53 - Trinity,10/8/2015,In Closure,$115605.00,1,
54 - Tulare,10/8/2015,In Review,$25517717.00,9,
54 - Tulare,10/8/2015,Pending Construction,$4492800.00,7,
54 - Tulare,10/8/2015,In Construction,$79399090.00,23,
54 - Tulare,10/8/2015,In Closure,$306068.00,5,
55 - Tuolumne,10/8/2015,In Review,$1405127.00,1,
55 - Tuolumne,10/8/2015,Pending Construction,$0.00,0,
55 - Tuolumne,10/8/2015,In Construction,$5000.00,1,
55 - Tuolumne,10/8/2015,In Closure,$564221.00,3,
56 - Ventura,10/8/2015,In Review,$88679505.00,58,Greater Los Angeles Counties
56 - Ventura,10/8/2015,Pending Construction,$23211672.00,40,Greater Los Angeles Counties
56 - Ventura,10/8/2015,In Construction,$549785900.00,98,Greater Los Angeles Counties
56 - Ventura,10/8/2015,In Closure,$37684793.00,28,Greater Los Angeles Counties
57 - Yolo,10/8/2015,In Review,$5983841.00,8,Greater Sacramento Counties
57 - Yolo,10/8/2015,Pending Construction,$538071.00,8,Greater Sacramento Counties
57 - Yolo,10/8/2015,In Construction,$4295439.00,12,Greater Sacramento Counties
57 - Yolo,10/8/2015,In Closure,$823730.00,2,Greater Sacramento Counties
58 - Yuba,10/8/2015,In Review,$10015108.00,7,
58 - Yuba,10/8/2015,Pending Construction,$210000.00,2,
58 - Yuba,10/8/2015,In Construction,$96281094.00,5,
58 - Yuba,10/8/2015,In Closure,$44585275.00,1,
01 - Alameda,10/22/2015,In Review,$161430967.00,69,Bay Area Counties
01 - Alameda,10/22/2015,Pending Construction,$57976347.00,118,Bay Area Counties
01 - Alameda,10/22/2015,In Construction,$524710656.00,127,Bay Area Counties
01 - Alameda,10/22/2015,In Closure,$190146507.00,98,Bay Area Counties
02 - Alpine,10/22/2015,In Review,$0.00,0,
02 - Alpine,10/22/2015,Pending Construction,$0.00,0,
02 - Alpine,10/22/2015,In Construction,$0.00,0,
02 - Alpine,10/22/2015,In Closure,$0.00,0,
03 - Amador,10/22/2015,In Review,$406000.00,2,
03 - Amador,10/22/2015,Pending Construction,$243225.00,3,
03 - Amador,10/22/2015,In Construction,$2590725.00,2,
03 - Amador,10/22/2015,In Closure,$1513357.00,4,
04 - Butte,10/22/2015,In Review,$1545167.00,4,
04 - Butte,10/22/2015,Pending Construction,$5293303.00,9,
04 - Butte,10/22/2015,In Construction,$3252915.00,11,
04 - Butte,10/22/2015,In Closure,$97168802.00,7,
05 - Calaveras,10/22/2015,In Review,$0.00,0,
05 - Calaveras,10/22/2015,Pending Construction,$33750.00,1,
05 - Calaveras,10/22/2015,In Construction,$103650.00,1,
05 - Calaveras,10/22/2015,In Closure,$398844.00,4,
06 - Colusa,10/22/2015,In Review,$0.00,0,
06 - Colusa,10/22/2015,Pending Construction,$0.00,0,
06 - Colusa,10/22/2015,In Construction,$0.00,0,
06 - Colusa,10/22/2015,In Closure,$137066.00,3,
07 - Contra Costa,10/22/2015,In Review,$26681643.00,26,Bay Area Counties
07 - Contra Costa,10/22/2015,Pending Construction,$10251785.00,29,Bay Area Counties
07 - Contra Costa,10/22/2015,In Construction,$40485618.00,69,Bay Area Counties
07 - Contra Costa,10/22/2015,In Closure,$9564663.00,24,Bay Area Counties
08 - Del Norte,10/22/2015,In Review,$2275000.00,3,
08 - Del Norte,10/22/2015,Pending Construction,$10000.00,1,
08 - Del Norte,10/22/2015,In Construction,$482970.00,5,
08 - Del Norte,10/22/2015,In Closure,$1282552.00,1,
09 - El Dorado,10/22/2015,In Review,$5628170.00,7,Greater Sacramento Counties
09 - El Dorado,10/22/2015,Pending Construction,$100000.00,1,Greater Sacramento Counties
09 - El Dorado,10/22/2015,In Construction,$14628652.00,14,Greater Sacramento Counties
09 - El Dorado,10/22/2015,In Closure,$141260.00,3,Greater Sacramento Counties
10 - Fresno,10/22/2015,In Review,$35108302.00,22,
10 - Fresno,10/22/2015,Pending Construction,$9277507.00,36,
10 - Fresno,10/22/2015,In Construction,$84024443.00,89,
10 - Fresno,10/22/2015,In Closure,$80974790.00,42,
11 - Glenn,10/22/2015,In Review,$12912075.00,1,
11 - Glenn,10/22/2015,Pending Construction,$50000.00,1,
11 - Glenn,10/22/2015,In Construction,$284685.00,1,
11 - Glenn,10/22/2015,In Closure,$0.00,0,
12 - Humboldt,10/22/2015,In Review,$12764433.00,10,
12 - Humboldt,10/22/2015,Pending Construction,$432000.00,7,
12 - Humboldt,10/22/2015,In Construction,$89554870.00,17,
12 - Humboldt,10/22/2015,In Closure,$243000.00,3,
13 - Imperial,10/22/2015,In Review,$43162000.00,3,
13 - Imperial,10/22/2015,Pending Construction,$20000000.00,3,
13 - Imperial,10/22/2015,In Construction,$9285758.00,9,
13 - Imperial,10/22/2015,In Closure,$433897.00,3,
14 - Inyo,10/22/2015,In Review,$30000.00,1,
14 - Inyo,10/22/2015,Pending Construction,$0.00,0,
14 - Inyo,10/22/2015,In Construction,$0.00,0,
14 - Inyo,10/22/2015,In Closure,$50000.00,2,
15 - Kern,10/22/2015,In Review,$11319776.00,29,
15 - Kern,10/22/2015,Pending Construction,$2946470.00,17,
15 - Kern,10/22/2015,In Construction,$66898947.00,35,
15 - Kern,10/22/2015,In Closure,$2258189.00,11,
16 - Kings,10/22/2015,In Review,$150000.00,1,
16 - Kings,10/22/2015,Pending Construction,$27000.00,3,
16 - Kings,10/22/2015,In Construction,$28313428.00,3,
16 - Kings,10/22/2015,In Closure,$11670.00,2,
17 - Lake,10/22/2015,In Review,$407286.00,7,
17 - Lake,10/22/2015,Pending Construction,$984000.00,2,
17 - Lake,10/22/2015,In Construction,$3568639.00,8,
17 - Lake,10/22/2015,In Closure,$9064984.00,7,
18 - Lassen,10/22/2015,In Review,$0.00,0,
18 - Lassen,10/22/2015,Pending Construction,$1202600.00,4,
18 - Lassen,10/22/2015,In Construction,$1346818.00,10,
18 - Lassen,10/22/2015,In Closure,$671182.00,3,
19 - Los Angeles,10/22/2015,In Review,$631034646.00,577,Greater Los Angeles Counties
19 - Los Angeles,10/22/2015,Pending Construction,$218834542.00,521,Greater Los Angeles Counties
19 - Los Angeles,10/22/2015,In Construction,$923140013.00,893,Greater Los Angeles Counties
19 - Los Angeles,10/22/2015,In Closure,$1222800441.00,544,Greater Los Angeles Counties
20 - Madera,10/22/2015,In Review,$2041000.00,7,
20 - Madera,10/22/2015,Pending Construction,$2102289.00,14,
20 - Madera,10/22/2015,In Construction,$5936389.00,16,
20 - Madera,10/22/2015,In Closure,$3980652.00,15,
21 - Marin,10/22/2015,In Review,$142945455.00,20,Bay Area Counties
21 - Marin,10/22/2015,Pending Construction,$74931168.00,18,Bay Area Counties
21 - Marin,10/22/2015,In Construction,$16312370.00,30,Bay Area Counties
21 - Marin,10/22/2015,In Closure,$20315320.00,13,Bay Area Counties
22 - Mariposa,10/22/2015,In Review,$204686.00,2,
22 - Mariposa,10/22/2015,Pending Construction,$0.00,0,
22 - Mariposa,10/22/2015,In Construction,$163850.00,1,
22 - Mariposa,10/22/2015,In Closure,$0.00,0,
23 - Mendocino,10/22/2015,In Review,$3472338.00,14,
23 - Mendocino,10/22/2015,Pending Construction,$131500.00,5,
23 - Mendocino,10/22/2015,In Construction,$61660642.00,23,
23 - Mendocino,10/22/2015,In Closure,$941973.00,12,
24 - Merced,10/22/2015,In Review,$110266.00,6,
24 - Merced,10/22/2015,Pending Construction,$302338.00,5,
24 - Merced,10/22/2015,In Construction,$13250263.00,8,
24 - Merced,10/22/2015,In Closure,$209284.00,5,
25 - Modoc,10/22/2015,In Review,$9500.00,1,
25 - Modoc,10/22/2015,Pending Construction,$0.00,0,
25 - Modoc,10/22/2015,In Construction,$0.00,0,
25 - Modoc,10/22/2015,In Closure,$0.00,0,
26 - Mono,10/22/2015,In Review,$0.00,0,
26 - Mono,10/22/2015,Pending Construction,$60000.00,1,
26 - Mono,10/22/2015,In Construction,$21398.00,3,
26 - Mono,10/22/2015,In Closure,$0.00,0,
27 - Monterey,10/22/2015,In Review,$14627506.00,23,
27 - Monterey,10/22/2015,Pending Construction,$2073688.00,11,
27 - Monterey,10/22/2015,In Construction,$41131693.00,20,
27 - Monterey,10/22/2015,In Closure,$160000.00,1,
28 - Napa,10/22/2015,In Review,$3127827.00,22,Bay Area Counties
28 - Napa,10/22/2015,Pending Construction,$333314.00,8,Bay Area Counties
28 - Napa,10/22/2015,In Construction,$3342677.00,17,Bay Area Counties
28 - Napa,10/22/2015,In Closure,$85333765.00,16,Bay Area Counties
29 - Nevada,10/22/2015,In Review,$7487090.00,10,
29 - Nevada,10/22/2015,Pending Construction,$390000.00,3,
29 - Nevada,10/22/2015,In Construction,$46317883.00,20,
29 - Nevada,10/22/2015,In Closure,$10957170.00,12,
30 - Orange,10/22/2015,In Review,$55922009.00,79,Greater Los Angeles Counties
30 - Orange,10/22/2015,Pending Construction,$12538164.00,59,Greater Los Angeles Counties
30 - Orange,10/22/2015,In Construction,$109296149.00,202,Greater Los Angeles Counties
30 - Orange,10/22/2015,In Closure,$49507807.00,178,Greater Los Angeles Counties
31 - Placer,10/22/2015,In Review,$1700906.00,18,Greater Sacramento Counties
31 - Placer,10/22/2015,Pending Construction,$2308335.00,12,Greater Sacramento Counties
31 - Placer,10/22/2015,In Construction,$16179746.00,35,Greater Sacramento Counties
31 - Placer,10/22/2015,In Closure,$19575883.00,18,Greater Sacramento Counties
32 - Plumas,10/22/2015,In Review,$30000.00,1,
32 - Plumas,10/22/2015,Pending Construction,$185555.00,6,
32 - Plumas,10/22/2015,In Construction,$45900.00,1,
32 - Plumas,10/22/2015,In Closure,$0.00,0,
33 - Riverside,10/22/2015,In Review,$122718043.00,58,
33 - Riverside,10/22/2015,Pending Construction,$204214726.00,81,
33 - Riverside,10/22/2015,In Construction,$244664982.00,134,
33 - Riverside,10/22/2015,In Closure,$12785546.00,52,
34 - Sacramento,10/22/2015,In Review,$78040200.00,70,Greater Sacramento Counties
34 - Sacramento,10/22/2015,Pending Construction,$125847457.00,63,Greater Sacramento Counties
34 - Sacramento,10/22/2015,In Construction,$299002461.00,139,Greater Sacramento Counties
